Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Target
reba,wrong night,1998,06,0.54,0.949,9.0,-4.093,1.0,0.105,0.115,0.0,0.302,0.896,156.835,0
tyrese,sweet lady,1998,08,0.588,0.522,9.0,-6.254,0.0,0.0383,0.233,0.0,0.24,0.584,66.024,0
the wilkinsons,fly (the angel song),1998,07,0.531,0.47,6.0,-8.004,1.0,0.0331,0.571,0.0,0.0688,0.246,170.395,0
everlast,what its like,1998,09,0.678,0.556,0.0,-7.423,1.0,0.0281,0.0904,0.0334,0.0866,0.405,85.158,0
the offspring,pretty fly (for a white guy),1998,11,0.722,0.901,11.0,-3.66,0.0,0.105,0.112,0.0,0.0674,0.963,143.401,0
dixie chicks,you were mine,1998,01,0.542,0.346,9.0,-6.598,1.0,0.0296,0.342,0.0,0.283,0.173,139.856,0
tlc,silly ho,1999,02,0.837,0.784,9.0,-3.874,1.0,0.0866,0.0387,0.471,0.32,0.836,145.578,0
outkast,rosa parks,1998,09,0.792,0.701,6.0,-7.198,0.0,0.283,0.104,0.0,0.761,0.251,103.888,0
spice girls,goodbye,2000,01,0.552,0.694,4.0,-4.489,1.0,0.026,0.0846,0.0,0.117,0.359,136.019,0
george strait,meanwhile,2017,12,0.504,0.481,7.0,-6.305,1.0,0.0282,0.0349,0.0042,0.134,0.165,123.827,0
barenaked ladies,one week,1998,07,0.702,0.898,9.0,-6.003,1.0,0.0373,0.00854,0.000154,0.0917,0.731,112.845,0
alan jackson,right on the money,1998,08,0.762,0.415,3.0,-11.262,1.0,0.0302,0.423,0.0,0.316,0.567,113.975,0
jennifer love hewitt,how do i deal,1998,11,0.596,0.831,5.0,-6.319,1.0,0.112,0.017,0.0,0.0766,0.322,94.846,0
shania twain,that dont impress me much,1999,11,0.743,0.873,10.0,-4.943,0.0,0.0507,0.14,0.0,0.142,0.965,125.005,0
billy ray cyrus,busy man,1998,01,0.586,0.565,7.0,-9.867,1.0,0.0409,0.112,0.0,0.234,0.511,163.819,0
trisha yearwood,powerful thing,2007,01,0.642,0.846,2.0,-3.842,1.0,0.0464,0.42,0.0,0.0402,0.944,147.938,0
mariah carey,i still believe,1999,03,0.604,0.53,7.0,-7.597,1.0,0.0332,0.217,0.0,0.125,0.176,117.941,0
u2,sweetest thing,1987,03,0.521,0.651,0.0,-8.999,1.0,0.0516,0.0404,1.32e-05,0.16,0.512,141.612,0
aaron tippin,for you i will,1998,01,0.625,0.601,1.0,-7.092,1.0,0.0291,0.186,0.00533,0.249,0.257,107.724,0
alanis morissette,unsent,1998,10,0.392,0.375,2.0,-8.933,1.0,0.034,0.389,0.0,0.075,0.103,177.484,0
everclear,father of mine,1997,10,0.568,0.94,1.0,-5.401,1.0,0.0411,0.000431,4.96e-05,0.0779,0.738,97.096,0
juvenile,ha,1998,01,0.868,0.831,4.0,-5.406,0.0,0.236,0.0224,0.0,0.0725,0.653,91.963,0
kenny chesney,how forever feels,1999,02,0.723,0.674,7.0,-7.427,1.0,0.0297,0.0986,1.83e-05,0.279,0.61,124.9,0
madonna,the power of good-bye,1998,03,0.534,0.561,5.0,-11.089,0.0,0.0409,0.0442,0.678,0.189,0.219,84.978,0
alabama,keepin up,2005,05,0.677,0.756,4.0,-7.063,1.0,0.0245,0.0272,0.0,0.0981,0.805,133.921,0
clay walker,youre beginning to get to me,1998,05,0.536,0.582,4.0,-6.589,1.0,0.0397,0.184,0.0,0.109,0.491,83.238,0
terri clark,youre easy on the eyes,1998,01,0.738,0.782,0.0,-5.792,1.0,0.0263,0.152,0.0,0.0754,0.881,126.48,0
alanis morissette,thank u,1998,10,0.672,0.616,0.0,-5.764,1.0,0.0258,0.379,2.73e-05,0.0887,0.566,92.094,0
collin raye,someone you used to know,1998,06,0.589,0.369,9.0,-11.477,1.0,0.0242,0.123,2.21e-06,0.114,0.295,98.997,0
deryl dodd,a bitter end,2017,04,0.595,0.418,9.0,-8.092,1.0,0.0308,0.568,1.27e-05,0.116,0.25,138.069,0
shae jones,talk show shhh!,1999,01,0.884,0.26,10.0,-7.458,0.0,0.0558,0.0244,0.0,0.0688,0.516,121.937,0
foxy brown,hot spot,1999,01,0.894,0.773,7.0,-6.971,1.0,0.336,0.000719,2.65e-05,0.0388,0.622,92.952,0
faith hill,let me let go,1998,04,0.592,0.49,6.0,-8.053,1.0,0.0241,0.489,0.0,0.0967,0.29,91.775,0
nickelback,how you remind me,2001,09,0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094,0
usher,u got it bad,2001,08,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,0
jennifer lopez featuring ja rule,aint it funny,2012,07,0.775,0.741,10.0,-2.809,0.0,0.154,0.379,0.0,0.0777,0.792,89.398,0
linkin park,in the end,2000,10,0.542,0.853,3.0,-6.407,0.0,0.0498,0.0103,0.0,0.108,0.37,105.256,0
creed,my sacrifice,2001,01,0.32,0.88,2.0,-6.035,1.0,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,0
brandy,what about us?,2002,02,0.524,0.732,10.0,-1.595,0.0,0.355,0.257,0.0,0.439,0.736,185.932,0
alicia keys,a womans worth,2001,06,0.667,0.41,4.0,-8.323,0.0,0.138,0.331,0.0,0.064,0.493,75.069,0
shakira,whenever  wherever,2001,11,0.793,0.832,1.0,-4.862,0.0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,0
leann rimes,cant fight the moonlight,2000,08,0.628,0.834,6.0,-6.341,0.0,0.0497,0.403,0.0,0.051,0.626,97.865,0
kylie minogue,cant get you out of my head,2001,10,0.766,0.563,9.0,-7.516,0.0,0.0339,0.0263,0.683,0.115,0.964,126.007,0
mary j. blige,no more drama,2001,01,0.659,0.852,6.0,-6.842,0.0,0.143,0.584,0.000331,0.0812,0.686,97.963,0
puddle of mudd,blurry,2001,01,0.44,0.929,3.0,-4.494,0.0,0.0525,0.01,0.0,0.142,0.495,157.49,0
mary j. blige,family affair,2001,01,0.925,0.56,8.0,-3.795,0.0,0.0436,0.138,1.19e-05,0.0861,0.966,92.895,0
mariah carey,hero,1993,08,0.501,0.378,4.0,-9.37,1.0,0.029,0.735,0.0,0.119,0.178,119.987,0
michael jackson,butterflies,2001,10,0.708,0.655,8.0,-2.69,1.0,0.0883,0.0583,2.1e-06,0.11,0.545,89.99,0
mr. cheeks,lights  camera  action!,2001,01,0.801,0.931,1.0,-6.602,1.0,0.0727,0.128,0.0,0.145,0.808,105.526,0
tweet,oops (oh my),2002,04,0.66,0.536,10.0,-8.786,0.0,0.29,0.233,0.00669,0.111,0.775,159.963,0
five for fighting,superman (its not easy),2000,09,0.382,0.416,0.0,-9.303,1.0,0.0302,0.0733,0.0,0.0719,0.125,102.089,0
alanis morissette,hands clean,2002,02,0.513,0.82,7.0,-5.428,1.0,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,0
steve holy,good morning beautiful,2000,10,0.565,0.5,7.0,-8.822,1.0,0.031,0.452,0.0,0.137,0.242,70.984,0
avril lavigne,girlfriend,2007,04,0.56,0.959,7.0,-2.433,1.0,0.102,0.000738,0.000206,0.209,0.67,163.983,0
busta rhymes,break ya neck,2001,11,0.82,0.809,4.0,-6.759,0.0,0.251,0.443,0.00175,0.0613,0.737,83.011,0
jewel,standing still,2001,10,0.615,0.68,2.0,-6.616,1.0,0.0338,0.152,7.18e-06,0.0797,0.34,123.9,0
brad paisley,wrapped around,2001,05,0.616,0.758,9.0,-8.43,1.0,0.0434,0.093,0.0,0.132,0.447,141.495,0
martina mcbride,i love you,2012,10,0.687,0.586,0.0,-5.991,1.0,0.0254,0.0338,0.0,0.132,0.732,106.754,0
brooks & dunn,the long goodbye,2009,09,0.498,0.619,8.0,-5.939,1.0,0.0297,0.263,1.42e-05,0.108,0.569,145.384,0
glenn lewis,dont you forget it,2002,03,0.708,0.513,6.0,-7.748,0.0,0.0888,0.118,0.0,0.114,0.31,89.0,0
r. kelly,the worlds greatest,2013,06,0.661,0.604,11.0,-6.436,0.0,0.0358,0.248,0.0,0.0469,0.721,95.971,0
tim mcgraw,the cowboy in me,2010,11,0.488,0.569,2.0,-7.323,1.0,0.0294,0.076,1.06e-06,0.0796,0.153,71.92,0
toya,i do!!,2001,07,0.781,0.583,6.0,-7.83,0.0,0.0628,0.0859,0.00216,0.058,0.91,156.264,0
staind,its been awhile,2001,05,0.509,0.774,6.0,-4.054,1.0,0.0338,0.00189,0.000549,0.143,0.0824,116.529,0
aaliyah,rock the boat,2019,06,0.641,0.72,5.0,-5.209,1.0,0.0336,0.0688,0.00286,0.193,0.418,92.988,0
usher,u dont have to call,2001,08,0.793,0.568,1.0,-4.958,1.0,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,0
mystikal,bouncin back (bumpin me against the wall),2001,12,0.883,0.896,0.0,-3.695,1.0,0.208,0.268,1.04e-06,0.0564,0.748,93.928,0
elton john,blessed,1995,03,0.775,0.414,5.0,-11.901,1.0,0.031,0.169,0.00388,0.235,0.496,102.005,0
aaliyah,more than a woman,2019,07,0.651,0.644,11.0,-5.917,1.0,0.0797,0.0548,0.00124,0.115,0.782,87.0,0
alan jackson,where were you (when the world stopped turning),2010,11,0.623,0.387,0.0,-9.537,1.0,0.0316,0.549,0.0,0.0764,0.189,115.362,0
collective soul,run,2006,02,0.552,0.727,11.0,-7.015,1.0,0.0242,0.0275,0.00121,0.0796,0.653,95.989,0
p.o.d.,youth of the nation,2001,09,0.563,0.86,8.0,-7.533,1.0,0.0621,0.00834,0.0106,0.39,0.517,97.867,0
kenny chesney,young,2002,04,0.684,0.84,9.0,-5.753,1.0,0.0433,0.0278,0.0,0.329,0.682,125.801,0
dixie chicks,some days you gotta dance,1999,08,0.626,0.903,4.0,-8.072,1.0,0.0694,0.307,0.0007,0.0383,0.909,170.229,0
nelly,#1,2002,06,0.792,0.6,7.0,-6.157,1.0,0.228,0.0236,0.0,0.419,0.463,89.985,0
tracy byrd,just let me be in love,2001,07,0.581,0.8,0.0,-7.397,0.0,0.0344,0.117,3.32e-05,0.045,0.415,96.1,0
chris cagle,i breathe in  i breathe out,2010,01,0.316,0.514,7.0,-7.048,1.0,0.0271,0.178,0.0,0.194,0.242,185.882,0
rascal flatts,im movin on,2000,01,0.414,0.313,0.0,-5.293,1.0,0.0313,0.892,0.0,0.0949,0.267,129.748,0
michelle branch,all you wanted,2001,07,0.499,0.72,8.0,-9.101,1.0,0.0286,0.00466,0.00303,0.122,0.652,96.103,0
joe diffie,in another world,2001,10,0.47,0.63,7.0,-7.194,0.0,0.0266,0.057,0.0,0.257,0.357,78.0,0
ashanti,foolish,2002,01,0.477,0.728,0.0,-5.71,1.0,0.0831,0.358,0.0,0.11,0.69,89.209,0
enrique iglesias,escape,2001,01,0.778,0.851,11.0,-5.288,1.0,0.0297,0.033,0.00106,0.152,0.881,125.993,0
toby keith,my list,2008,01,0.618,0.722,1.0,-4.22,0.0,0.0384,0.352,0.0,0.15,0.382,87.062,0
toby keith,i wanna talk about me,2001,08,0.765,0.87,5.0,-5.191,1.0,0.0499,0.168,0.0,0.125,0.684,106.06,0
jay-z,anything,1999,01,0.816,0.751,10.0,-6.009,0.0,0.198,0.0948,0.00462,0.0738,0.903,81.393,0
tommy shane steiner,what if shes an angel,2002,04,0.535,0.528,8.0,-7.453,1.0,0.0258,0.308,1.11e-06,0.0912,0.41,146.169,0
phil vassar,thats when i love you,2000,02,0.552,0.831,10.0,-4.819,1.0,0.0402,0.236,0.0,0.0907,0.604,111.061,0
angie stone,brotha,2001,10,0.801,0.434,7.0,-9.174,0.0,0.376,0.538,0.0,0.0729,0.661,132.254,0
jay-z,jigga,2004,11,0.579,0.96,1.0,-3.152,0.0,0.245,0.102,0.0,0.0674,0.566,133.63,0
lenny kravitz,dig in,2001,01,0.671,0.921,9.0,-3.878,1.0,0.0291,0.0129,0.0235,0.0579,0.825,118.424,0
system of a down,chop suey,2001,09,0.419,0.934,7.0,-3.908,0.0,0.12,0.000278,0.0015,0.132,0.286,127.288,0
garth brooks,wrapped up in you,2010,10,0.64,0.525,7.0,-11.776,1.0,0.0573,0.183,1.2e-06,0.145,0.523,103.566,0
the offspring,defy you,2005,06,0.491,0.841,11.0,-3.651,0.0,0.0387,0.000609,2.4e-06,0.131,0.669,92.296,0
trace adkins,im tryin,2010,01,0.555,0.686,1.0,-4.883,1.0,0.0287,0.407,0.00972,0.09,0.437,80.057,0
sharissa,any other night,2002,01,0.737,0.528,4.0,-7.801,0.0,0.124,0.152,0.0,0.112,0.602,77.0,0
amanda perez,never,2004,01,0.724,0.441,0.0,-7.341,1.0,0.0277,0.586,0.0,0.122,0.675,122.077,0
joe,lets stay home tonight,2001,12,0.691,0.742,0.0,-4.49,0.0,0.0602,0.145,3.14e-05,0.0944,0.722,90.102,0
kevin denney,thats just jessie,2002,04,0.488,0.681,5.0,-6.025,1.0,0.0371,0.173,0.0,0.393,0.401,171.981,0
david ball,riding with private malone,2001,09,0.648,0.527,4.0,-8.862,1.0,0.0515,0.405,0.0,0.0978,0.515,93.93,0
puddle of mudd,control,2001,08,0.444,0.913,6.0,-3.452,1.0,0.0992,0.00308,0.0,0.38,0.569,163.689,0
lady gaga,bad romance,2009,11,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,0
owl city,fireflies,2009,01,0.591,0.649,3.0,-6.72,1.0,0.0417,0.0294,0.0,0.133,0.489,90.002,0
jason derulo,whatcha say,2010,02,0.615,0.711,11.0,-5.507,1.0,0.0779,0.0444,0.0,0.145,0.711,144.036,0
glee cast,tik tok,2011,02,0.753,0.747,2.0,-4.314,0.0,0.0423,0.145,0.0,0.319,0.915,120.115,0
zendaya,replay,2013,01,0.688,0.723,6.0,-6.682,0.0,0.121,0.0416,0.0002,0.302,0.618,140.023,0
britney spears,3,2009,11,0.697,0.709,5.0,-1.917,0.0,0.0455,0.0452,0.0,0.138,0.787,134.91,0
miley cyrus,party in the u.s.a.,2009,01,0.454,0.708,10.0,-4.526,0.0,0.0675,0.00124,0.000181,0.0679,0.483,192.18,0
the black eyed peas,meet me halfway,2009,01,0.785,0.604,11.0,-6.79,0.0,0.0834,0.00489,2.74e-05,0.25,0.436,130.03,0
lady antebellum,need you now,2010,01,0.587,0.622,4.0,-5.535,1.0,0.0303,0.0927,0.000636,0.2,0.231,107.943,0
taylor swift,you belong with me,2008,11,0.687,0.783,6.0,-4.44,1.0,0.0386,0.162,1.35e-05,0.114,0.443,129.964,0
the black eyed peas,i gotta feeling,2009,01,0.741,0.748,0.0,-6.299,1.0,0.0264,0.0823,0.0,0.34,0.6,127.965,0
rihanna,russian roulette,2009,11,0.48,0.486,6.0,-5.754,0.0,0.0447,0.046,0.0,0.107,0.265,80.051,0
kings of leon,use somebody,2008,09,0.276,0.715,0.0,-5.356,1.0,0.0432,0.00552,0.000417,0.201,0.173,137.028,0
justin bieber,one time,2009,01,0.707,0.833,1.0,-2.553,0.0,0.0359,0.0808,4.42e-05,0.0778,0.734,145.997,0
john mayer,half of my heart,2009,11,0.681,0.593,5.0,-9.327,1.0,0.0251,0.435,0.000117,0.106,0.731,115.058,0
taylor swift,fifteen,2008,11,0.556,0.651,7.0,-4.396,1.0,0.0266,0.067,0.0,0.145,0.203,95.485,0
cascada,evacuate the dancefloor,2009,08,0.76,0.694,0.0,-5.856,1.0,0.0458,0.0195,0.0,0.29,0.9,127.009,0
50 cent featuring ne-yo,baby by me,2009,01,0.637,0.827,0.0,-4.721,0.0,0.0773,0.00462,0.0116,0.0276,0.345,190.097,0
pharrell williams,happy,2014,03,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,0
zac brown band,toes,2008,11,0.8,0.759,11.0,-5.398,1.0,0.0378,0.655,0.0,0.0897,0.821,129.979,0
luke bryan,do i,2009,01,0.581,0.691,9.0,-5.33,1.0,0.0333,0.257,0.0,0.11,0.299,137.985,0
usher,papers,2010,03,0.802,0.556,1.0,-5.395,1.0,0.0418,0.0339,0.0,0.0958,0.158,120.047,0
kenny chesney with dave matthews,im alive,2008,10,0.564,0.244,3.0,-11.149,1.0,0.0329,0.758,0.000607,0.106,0.346,78.076,0
mariah carey,obsessed,2009,01,0.742,0.471,1.0,-5.513,1.0,0.0695,0.0517,0.0,0.862,0.384,86.467,0
reba,consider me gone,2009,01,0.587,0.732,8.0,-3.851,1.0,0.0296,0.098,0.0,0.0917,0.453,97.031,0
kris allen,live like were dying,2009,11,0.589,0.893,0.0,-2.948,1.0,0.0397,0.0273,0.0,0.343,0.94,92.011,0
miranda lambert,white liar,2009,09,0.35,0.777,10.0,-4.33,1.0,0.0336,0.0499,0.000742,0.413,0.419,185.04,0
train,hey  soul sister,2010,12,0.673,0.886,1.0,-4.44,0.0,0.0431,0.185,0.0,0.0826,0.795,97.012,0
pitbull,hotel room service,2009,08,0.851,0.629,1.0,-8.385,1.0,0.175,0.00705,0.000372,0.0746,0.789,125.984,0
shinedown,if you only knew,2008,06,0.449,0.956,9.0,-4.011,0.0,0.0398,0.000347,0.0,0.325,0.321,97.011,0
carrie underwood,wasted,2005,11,0.548,0.775,8.0,-3.285,1.0,0.0306,0.0936,0.0,0.0721,0.311,94.998,0
tim mcgraw,southern voice,2010,11,0.63,0.877,9.0,-4.106,1.0,0.0321,0.0446,0.0,0.113,0.758,112.051,0
onerepublic,all the right moves,2009,01,0.53,0.95,0.0,-3.526,1.0,0.0503,0.284,1.01e-05,0.211,0.733,146.035,0
muse,uprising,2009,09,0.602,0.905,2.0,-4.046,1.0,0.0775,0.000202,0.064,0.117,0.411,128.019,0
p!nk,funhouse,2008,10,0.792,0.865,11.0,-3.04,0.0,0.0337,0.00503,1.64e-06,0.0375,0.833,103.935,0
alicia keys,try sleeping with a broken heart,2009,12,0.496,0.82,5.0,-5.155,1.0,0.112,0.158,0.246,0.13,0.549,110.977,0
dierks bentley,i wanna make you close your eyes,2009,01,0.599,0.61,1.0,-5.745,1.0,0.0232,0.104,4.83e-05,0.115,0.359,95.979,0
glee cast,dont stand so close to me / young girl,2009,12,0.677,0.702,3.0,-7.319,1.0,0.0522,0.175,0.0,0.0846,0.791,139.99,0
michael buble,havent met you yet,2009,10,0.615,0.733,8.0,-4.808,1.0,0.0335,0.152,0.0,0.109,0.796,122.58,0
chris young,gettin you home,2009,08,0.639,0.678,7.0,-5.02,1.0,0.0278,0.44,1.45e-06,0.221,0.531,106.966,0
darius rucker,history in the making,2008,01,0.475,0.718,0.0,-5.638,1.0,0.034,0.0373,0.0,0.326,0.453,157.722,0
jeremih,imma star (everywhere we are),2009,01,0.662,0.36,6.0,-10.388,1.0,0.0801,0.446,0.0,0.381,0.61,147.973,0
pretenders,ill stand by you,1994,06,0.438,0.606,7.0,-6.549,1.0,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,0
glee cast,defying gravity,2009,11,0.385,0.545,1.0,-6.0,1.0,0.0318,0.476,0.0,0.112,0.546,152.525,0
maxwell,bad habits,2009,07,0.661,0.67,11.0,-7.645,0.0,0.258,0.0873,2.01e-06,0.0794,0.661,148.02,0
justin bieber,down to earth,2009,01,0.536,0.727,2.0,-4.861,1.0,0.0269,0.398,0.0,0.434,0.205,82.032,0
breaking benjamin,i will not bow,2009,01,0.543,0.952,8.0,-3.65,1.0,0.0668,0.000192,7.8e-06,0.38,0.591,107.942,0
sugar ray,someday,2005,06,0.743,0.67,1.0,-4.547,0.0,0.0293,0.0108,0.0702,0.22,0.934,110.832,0
jake owen,eight second ride,2009,02,0.645,0.843,0.0,-4.072,1.0,0.0475,0.104,0.0,0.249,0.534,92.357,0
yo gotti,5 star,2009,11,0.715,0.809,9.0,-5.598,1.0,0.205,0.0607,0.0,0.352,0.636,76.493,0
keith urban,only you can love me this way,2009,01,0.566,0.429,2.0,-9.478,1.0,0.0286,0.457,3.38e-05,0.173,0.325,147.957,0
nickelback,never gonna be alone,2008,10,0.544,0.802,4.0,-4.152,1.0,0.0282,0.00155,7.34e-05,0.122,0.59,130.022,0
brad paisley,welcome to the future,2009,06,0.516,0.86,7.0,-5.856,1.0,0.0319,0.0327,0.000131,0.162,0.43,141.702,0
melanie fiona,it kills me,2009,01,0.62,0.789,8.0,-4.265,1.0,0.0469,0.215,0.0,0.1,0.444,107.359,0
bon jovi,we werent born to follow,2009,01,0.503,0.835,11.0,-4.107,1.0,0.0405,0.00141,0.0,0.0932,0.734,126.037,0
three days grace,break,2009,09,0.578,0.897,0.0,-3.906,1.0,0.0357,0.000666,0.0,0.0924,0.737,115.491,0
alicia keys,doesnt mean anything,2009,12,0.712,0.407,4.0,-7.104,0.0,0.0308,0.036,0.000291,0.0963,0.0997,103.97,0
justin bieber,bigger,2009,01,0.78,0.748,5.0,-2.863,0.0,0.121,0.226,0.0,0.352,0.884,104.075,0
foo fighters,wheels,2009,11,0.426,0.792,9.0,-4.709,1.0,0.0374,0.000495,5.1e-06,0.142,0.557,161.994,0
omarion featuring gucci mane,i get it in,2010,01,0.721,0.797,5.0,-4.549,0.0,0.135,0.00274,0.0,0.0841,0.674,154.086,0
50 cent,the invitation,2009,01,0.409,0.951,6.0,-2.505,0.0,0.467,0.0348,0.0,0.0709,0.422,83.853,0
weezer,(if youre wondering if i want you to) i want you to,2009,11,0.704,0.869,11.0,-5.708,0.0,0.0442,0.00219,0.000117,0.127,0.8,110.015,0
john mayer,heartbreak warfare,2009,11,0.624,0.554,2.0,-8.113,1.0,0.0225,0.191,0.00131,0.299,0.311,97.031,0
hanson,mmmbop,1997,01,0.693,0.937,9.0,-6.298,1.0,0.0503,0.00565,0.00411,0.0778,0.662,104.844,0
spice girls,say youll be there,1996,01,0.726,0.679,1.0,-6.219,1.0,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,0
mark morrison,return of the mack,1996,04,0.715,0.833,2.0,-5.379,1.0,0.108,0.00631,0.0,0.164,0.612,95.487,0
the notorious b.i.g.,hypnotize,1997,03,0.901,0.697,9.0,-3.439,1.0,0.28,0.145,0.0,0.287,0.67,93.941,0
the verve pipe,the freshmen,1996,03,0.571,0.505,1.0,-9.312,0.0,0.0238,0.0757,1.04e-05,0.109,0.276,99.562,0
changing faces,g.h.e.t.t.o.u.t.,1997,05,0.71,0.312,10.0,-6.918,0.0,0.0325,0.391,2.19e-06,0.0682,0.535,108.262,0
meredith brooks,bitch,1997,01,0.617,0.886,9.0,-5.953,1.0,0.055,0.0112,9.63e-05,0.0523,0.629,96.328,0
112,cupid,1996,08,0.685,0.38,8.0,-11.219,1.0,0.112,0.373,0.0,0.0371,0.87,175.562,0
tony toni tone,thinking of you,1996,01,0.789,0.59,11.0,-6.929,1.0,0.0666,0.537,7.46e-06,0.13,0.684,85.437,0
robyn,do you know (what it takes),1995,10,0.635,0.74,3.0,-4.439,0.0,0.0355,0.00465,0.0152,0.129,0.857,200.102,0
white town,your woman,1997,02,0.815,0.605,5.0,-9.118,0.0,0.0368,0.033,0.684,0.114,0.795,102.643,0
bee gees,alone,1997,01,0.639,0.798,2.0,-5.005,1.0,0.0313,0.0862,0.00024,0.32,0.738,110.008,0
k-ci & jojo,you bring me up,1997,01,0.76,0.7,11.0,-4.133,0.0,0.158,0.0765,0.0,0.163,0.754,90.839,0
bruce springsteen,secret garden,1995,02,0.525,0.285,0.0,-16.56,1.0,0.0266,0.494,0.0999,0.117,0.131,86.83,0
sheryl crow,everyday is a winding road,1996,01,0.633,0.675,6.0,-8.163,1.0,0.041,0.0553,2.67e-05,0.102,0.746,112.955,0
u2,staring at the sun,1997,03,0.533,0.702,9.0,-8.504,0.0,0.0265,0.0549,0.0221,0.27,0.515,140.201,0
depeche mode,its no good,1997,04,0.601,0.756,10.0,-6.48,0.0,0.0348,0.00866,0.0413,0.0821,0.185,99.096,0
le click,call me,2016,04,0.633,0.976,1.0,-3.475,0.0,0.078,0.249,0.0,0.339,0.628,139.95,0
blessid union of souls,i wanna be there,1997,01,0.506,0.657,7.0,-7.291,1.0,0.0278,0.0373,0.0,0.0432,0.496,140.481,0
wyclef jean featuring refugee allstars,we trying to stay alive,1997,06,0.87,0.618,1.0,-8.694,1.0,0.25,0.0057,5.69e-05,0.123,0.646,98.93,0
real mccoy,one more time,1997,03,0.671,0.862,5.0,-11.367,1.0,0.0351,0.000889,0.7,0.167,0.855,133.117,0
glee cast,all by myself,2011,04,0.329,0.4,11.0,-7.465,0.0,0.0287,0.163,0.00327,0.129,0.0435,116.869,0
richard marx,until i find you again,1997,01,0.487,0.426,0.0,-9.934,1.0,0.0267,0.439,0.0,0.1,0.1,73.866,0
jocelyn enriquez,a little bit of ecstasy,1997,05,0.496,0.762,6.0,-7.64,0.0,0.0628,0.036,0.00199,0.315,0.674,130.004,0
warren g,i shot the sheriff,1997,01,0.868,0.678,10.0,-9.207,0.0,0.174,0.0331,1.08e-05,0.297,0.762,91.456,0
bill engvall with special guest travis tritt,heres your sign (get the picture),2014,03,0.586,0.936,7.0,-6.605,1.0,0.549,0.337,0.0,0.928,0.732,178.068,0
christion,full of smoke,1997,01,0.558,0.609,1.0,-8.696,0.0,0.224,0.427,0.0,0.942,0.748,145.51,0
gina g,gimme some love,1997,03,0.695,0.862,10.0,-5.642,0.0,0.0493,0.192,0.00073,0.0603,0.771,133.925,0
raybon bros.,butterfly kisses,1997,01,0.538,0.363,10.0,-9.558,1.0,0.0249,0.529,0.0,0.0858,0.127,85.791,0
nine inch nails,"the perfect drug (from ""lost highway"")",2019,04,0.627,0.883,5.0,-8.988,0.0,0.0947,0.0207,0.00346,0.323,0.252,149.024,0
ray j,"let it go (from ""set it off"")",1996,09,0.853,0.515,0.0,-5.081,1.0,0.0453,0.0547,7.79e-05,0.0519,0.859,93.026,0
michael jackson,blood on the dance floor,1997,05,0.807,0.741,1.0,-4.472,1.0,0.083,0.0135,0.0316,0.06,0.558,108.989,0
new edition,one more day,1996,01,0.653,0.727,7.0,-6.297,1.0,0.0482,0.423,7.52e-06,0.0883,0.4,88.047,0
tori amos,silent all these years,1992,01,0.477,0.153,4.0,-14.895,1.0,0.0374,0.937,7.74e-06,0.107,0.315,127.999,0
erasure,in my arms,1997,03,0.591,0.911,2.0,-5.65,1.0,0.0407,0.122,0.000575,0.391,0.438,99.992,0
mint condition,you dont have to hurt no more,2006,01,0.758,0.47,8.0,-6.708,0.0,0.0287,0.0973,4.89e-05,0.0836,0.479,113.897,0
jon secada,too late  too soon,1997,01,0.642,0.45,8.0,-9.53,1.0,0.0382,0.452,0.00152,0.107,0.187,160.651,0
westside connection,gangstas make the world go round,1996,01,0.754,0.575,9.0,-8.22,1.0,0.366,0.0977,0.0,0.474,0.561,180.389,0
faithless,insomnia,2014,11,0.711,0.756,7.0,-10.637,1.0,0.0302,0.0352,0.00313,0.138,0.493,127.108,0
outkast,jazzy belle,1996,08,0.878,0.651,11.0,-8.074,0.0,0.252,0.0178,0.0,0.0408,0.102,92.028,0
krs-one,step into a world (raptures delight),1997,05,0.803,0.806,0.0,-7.805,1.0,0.265,0.00763,0.00536,0.101,0.618,94.993,0
no mercy,when i die,1996,10,0.733,0.354,1.0,-14.382,1.0,0.0536,0.438,1.3e-05,0.12,0.816,147.859,0
george strait,one night at a time,1997,01,0.698,0.468,4.0,-11.757,1.0,0.0257,0.462,0.00147,0.0677,0.541,112.992,0
leschea,fulton st.,2005,12,0.736,0.51,10.0,-10.718,0.0,0.309,0.151,0.0,0.189,0.572,80.353,0
barenaked ladies,the old apartment,1996,03,0.467,0.664,10.0,-10.189,1.0,0.0479,0.0448,0.0,0.365,0.642,159.858,0
