Title,ArtistName
never forget you,zara larsson & mnek
purple rain,prince and the revolution
low life,future featuring the weeknd
2 phones,kevin gates
when doves cry,prince
sorry,justin bieber
oui,jeremih
needed me,rihanna
middle,dj snake featuring bipolar sunshine
pop style,drake featuring the throne
close,nick jonas featuring tove lo
one call away,charlie puth
kiss,prince and the revolution
little red corvette,prince
stitches,shawn mendes
let it go,james bay
exchange,bryson tiller
roses,the chainsmokers featuring rozes
jumpman,drake & future
hands to myself,selena gomez
hello,adele
don't,bryson tiller
somewhere on a beach,dierks bentley
let's go crazy,prince and the revolution
down in the dm,yo gotti featuring nicki minaj
1999,prince
just like fire,p!nk
cut it,o.t. genasis featuring young dolph
humble and kind,tim mcgraw
think of you,chris young duet with cassadee pope
the sound of silence,disturbed
cheap thrills,sia featuring sean paul
the hills,the weeknd
youth,troye sivan
lost boy,ruth b
snapback,old dominion
wild things,alessia cara
came here to forget,blake shelton
confession,florida georgia line
you should be here,cole swindell
t-shirt,thomas rhett
back to sleep,chris brown
company,justin bieber
i like the sound of that,rascal flatts
huntin'  fishin' & lovin' every day,luke bryan
my church,maren morris
famous,kanye west
promise,kid ink featuring fetty wap
father stretch my hands pt. 1,kanye west
all the way up,fat joe, remy ma & jay z featuring french montana & infared
summer sixteen,drake
team,iggy azalea
really really,kevin gates
mind reader,dustin lynch
kiss it better,rihanna
might not,belly featuring the weeknd
never be like you,flume featuring kai
wicked,future
ride,twenty one pilots
acquainted,the weeknd
light it up,major lazer featuring nyla & fuse odg
body,dreezy featuring jeremih
new romantics,taylor swift
head over boots,jon pardi
uber everywhere,madeintyo
that don't sound like you,lee brice
piece by piece,kelly clarkson
drunk on your love,brett eldredge
if it ain't love,jason derulo
moolah,young greatness
law,yo gotti featuring e-40
saved,ty dolla $ign featuring e-40
little bit of you,chase bryant
ophelia,the lumineers
lights come on,jason aldean
wasted time,keith urban
might be,dj luke nasty
i hate u i love u,gnash featuring olivia o'brien
faded,alan walker
you don't own me,grace featuring g-eazy
noise,kenny chesney
pt. 2,kanye west
jimmy choo,fetty wap
let me love you,ariana grande featuring lil wayne
fast car,jonas blue featuring dakota
nice for what,drake
god's plan,drake
no tears left to cry,ariana grande
meant to be,bebe rexha & florida georgia line
psycho,post malone featuring ty dolla $ign
atm,j. cole
the middle,zedd, maren morris & grey
kevin's heart,j. cole
look alive,blocboy jb featuring drake
kod,j. cole
perfect,ed sheeran
freaky friday,lil dicky featuring chris brown
never be the same,camila cabello
photograph,j. cole
motiv8,j. cole
i like it,cardi b, bad bunny & j balvin
mine,bazzi
walk it talk it,migos featuring drake
call out my name,the weeknd
1985 (intro to the fall off),j. cole
plug walk,rich the kid
havana,camila cabello featuring young thug
be careful,cardi b
friends,marshmello & anne-marie
finesse,bruno mars & cardi b
whatever it takes,imagine dragons
pray for me,the weeknd & kendrick lamar
the cut off,j. cole featuring kill edward
heaven,kane brown
brackets,j. cole
sad!,xxxtentacion
rockstar,post malone featuring 21 savage
new rules,dua lipa
wake me up!,avicii
japan,famous dex
in my blood,shawn mendes
esskeetit,lil pump
you make it easy,jason aldean
stir fry,migos
powerglide,rae sremmurd & juicy j
window pain (outro),j. cole
wait,maroon 5
ric flair drip,offset & metro boomin
all the stars,kendrick lamar & sza
thunder,imagine dragons
friends,j. cole featuring kill edward
once an addict (interlude),j. cole
chun-li,nicki minaj
let you down,nf
feel it still,portugal. the man
drip,cardi b featuring migos
delicate,taylor swift
intro,j. cole
king's dead,jay rock, kendrick lamar, future & james blake
boo'd up,ella mai
x,nicky jam x j balvin
otw,khalid, ty dolla $ign & 6lack
no excuses,meghan trainor
love lies,khalid & normani
bartier cardi,cardi b featuring 21 savage
new freezer,rich the kid featuring kendrick lamar
most people are good,luke bryan
tequila,dan + shay
one kiss,calvin harris & dua lipa
say something,justin timberlake featuring chris stapleton
everyday,logic & marshmello
singles you up,jordan davis
one number away,luke combs
outside today,youngboy never broke again
i do,cardi b featuring sza
ring,cardi b featuring kehlani
babe,sugarland featuring taylor swift
idgaf,dua lipa
te bote,casper magico, nio garcia, darell, nicky jam, ozuna & bad bunny
dura,daddy yankee
zombie,bad wolves
i like me better,lauv
barbie tingz,nicki minaj
sit next to me,foster the people
i lived it,blake shelton
dame tu cosita,pitbull x el chombo x karol g featuring cutty ranks
get along,kenny chesney
changes,xxxtentacion
up down,morgan wallen featuring florida georgia line
the long way,brett eldredge
for the first time,darius rucker
el farsante,ozuna & romeo santos
woman  amen,dierks bentley
diamond teeth samurai,youngboy never broke again
sativa,jhene aiko featuring swae lee or rae sremmurd
this is me,keala settle & the greatest showman ensemble
alone,halsey featuring big sean & stefflon don
red roses,lil skies featuring landon cube
moonlight,xxxtentacion
everything's gonna be alright,david lee murphy & kenny chesney
cry pretty,carrie underwood
when we,tank
close,rae sremmurd & travis scott
thru your phone,cardi b
best life,cardi b featuring chance the rapper
wrecking ball,miley cyrus
the monster,eminem featuring rihanna
royals,lorde
timber,pitbull featuring ke$ha
counting stars,onerepublic
wake me up!,avicii
demons,imagine dragons
story of my life,one direction
roar,katy perry
say something,a great big world & christina aguilera
hold on  we're going home,drake featuring majid jordan
bound 2,kanye west
let her go,passenger
applause,lady gaga
unconditionally,katy perry
23,mike will made-it featuring miley cyrus, wiz khalifa & juicy j
do what u want,lady gaga featuring r. kelly
sweater weather,the neighbourhood
stay the night,zedd featuring hayley williams
holy grail,jay z featuring justin timberlake
burn,ellie goulding
white walls,macklemore & ryan lewis featuring schoolboy q & hollis
my hitta,yg featuring jeezy & rich homie quan
blurred lines,robin thicke featuring t.i. + pharrell
radioactive,imagine dragons
brave,sara bareilles
slow down,selena gomez
love more,chris brown featuring nicki minaj
marry me,jason derulo
stay,florida georgia line
we were us,keith urban and miranda lambert
sail,awolnation
safe and sound,capital cities
it won't stop,sevyn streeter featuring chris brown
that's my kind of night,luke bryan
tko,justin timberlake
dark horse,katy perry featuring juicy j
pompeii,bastille
sunny and 75,joe nichols
all me,drake featuring 2 chainz & big sean
summertime sadness,lana del rey & cedric gervais
gas pedal,sage the gemini featuring iamsu!
best song ever,one direction
drunk last night,eli young band
we can't stop,miley cyrus
carolina,parmalee
roller coaster,justin bieber
rap god,eminem
drink a beer,luke bryan
mirrors,justin timberlake
red,taylor swift
whatever she's got,david nail
mine would be you,blake shelton
wasting all these tears,cassadee pope
show me,kid ink featuring chris brown
i luv this sh*t,august alsina featuring trinidad james
team,lorde
chillin' it,cole swindell
sweet annie,zac brown band
the fox,ylvis
don't let me be lonely,the band perry
berzerk,eminem
animals,martin garrix
let it go,demi lovato
compass,lady antebellum
radio,darius rucker
beware,big sean featuring lil wayne & jhene aiko
friday night,eric paslay
red nose,sage the gemini
replay,zendaya
honest,future
all of me,john legend
headband,b.o.b featuring 2 chainz
what now,rihanna
this is how we roll,florida georgia line featuring luke bryan
southern girl,tim mcgraw
everybody's got somebody but me,hunter hayes featuring jason mraz
bounce it,juicy j featuring wale & trey songz
type of way,rich homie quan
work b**ch!,britney spears
best day of my life,american authors
gorilla,bruno mars
at last,will champlin
the language,drake
love me again,john newman
right there,ariana grande featuring big sean
days of gold,jake owen
survival,eminem
let it go,idina menzel
the outsiders,eric church
up all night,jon pardi
aw naw,chris young
when she says baby,jason aldean
waiting for superman,daughtry
heart attack,enrique iglesias
alone together,fall out boy
the heart of dixie,danielle bradbery
pound cake / paris morton music 2,drake featuring jay-z
up down (do this all day),t-pain featuring b.o.b
collard greens,schoolboy q featuring kendrick lamar
perfect,ed sheeran
rockstar,post malone featuring 21 savage
havana,camila cabello featuring young thug
gucci gang,lil pump
thunder,imagine dragons
motorsport,migos, nicki minaj & cardi b
too good at goodbyes,sam smith
bad at love,halsey
all i want for christmas is you,mariah carey
no limit,g-eazy featuring a$ap rocky & cardi b
bodak yellow (money moves),cardi b
gummo,6ix9ine
what lovers do,maroon 5 featuring sza
new rules,dua lipa
i get the bag,gucci mane featuring migos
let you down,nf
feel it still,portugal. the man
sorry not sorry,demi lovato
i fall apart,post malone
mi gente,j balvin & willy william featuring beyonce
wolves,selena gomez x marshmello
1-800-273-8255,logic featuring alessia cara & khalid
shape of you,ed sheeran
the way life goes,lil uzi vert featuring nicki minaj
love.,kendrick lamar featuring zacari
him & i,g-eazy & halsey
bank account,21 savage
meant to be,bebe rexha & florida georgia line
how long,charlie puth
silence,marshmello featuring khalid
despacito,luis fonsi & daddy yankee featuring justin bieber
young dumb & broke,khalid
believer,imagine dragons
rockin' around the christmas tree,brenda lee
it's the most wonderful time of the year,andy williams
sky walker,miguel featuring travis scott
...ready for it?,taylor swift
the christmas song (merry christmas to you),nat king cole
the weekend,sza
unforgettable,french montana featuring swae lee
a holly jolly christmas,burl ives
attention,charlie puth
that's what i like,bruno mars
last christmas,wham!
ric flair drip,offset & metro boomin
plain jane,a$ap ferg featuring nicki minaj
humble.,kendrick lamar
there's nothing holdin' me back,shawn mendes
end game,taylor swift featuring ed sheeran & future
kooda,6ix9ine
roll in peace,kodak black featuring xxxtentacion
greatest love story,lanco
pills and automobiles,chris brown featuring yo gotti, a boogie wit da hoodie & kodak black
like i loved you,brett young
rubbin off the paint,ybn nahmir
let me go,hailee steinfeld & alesso featuring florida georgia line & watt
what about us,p!nk
lemon,n*e*r*d & rihanna
lights down low,max featuring gnash
i'll name the dogs,blake shelton
never be the same,camila cabello
candy paint,post malone
codeine dreaming,kodak black featuring lil wayne
good old days,macklemore featuring kesha
light it up,luke bryan
yours,russell dickerson
go legend,big sean & metro boomin featuring travis scott
when it rains it pours,luke combs
round here buzz,eric church
look what you made me do,taylor swift
unforgettable,thomas rhett
dark knight dummo,trippie redd featuring travis scott
betrayed,lil xan
losing sleep,chris young
echame la culpa,luis fonsi & demi lovato
pick it up,famous dex featuring a$ap rocky
my dawg,lil baby
i could use a love song,maren morris
mic drop,bts featuring desiigner
pull up n wreck,big sean & metro boomin featuring 21 savage
tell me you love me,demi lovato
danger,migos & marshmello
you broke up with me,walker hayes
wanted you,nav featuring lil uzi vert
dusk till dawn,zayn featuring sia
untouchable,eminem
mayores,becky g featuring bad bunny
f**k love,xxxtentacion featuring trippie redd
written in the sand,old dominion
ghostface killers,21 savage, offset & metro boomin featuring travis scott
too much to ask,niall horan
marry me,thomas rhett
no smoke,youngboy never broke again
when we,tank
five more minutes,scotty mccreery
juice,yo gotti
all on me,devin dawson
