Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Label
jack off jill,yellow brick road,2012,2,0.358,0.909,11,-4.923,0,0.111,0.00143,0.0665,0.289,0.43,154.74,0
the tokens,la bamba,1993,10,0.558,0.72,0,-10.555,1,0.116,0.591,0.0295,0.635,0.962,169.713,0
dead prez,be healthy,2000,2,0.78,0.482,2,-8.6,0,0.321,0.461,0,0.217,0.669,85.978,0
en vogue,"give it up, turn it loose",1992,3,0.836,0.58,1,-8.778,1,0.0692,0.19,0.000271,0.0379,0.939,93.015,1
les ogres de barback,niev nietch nievitch,1999,1,0.639,0.762,4,-5.76,0,0.0701,0.406,0.524,0.0563,0.93,137.165,0
shedaisy,i will...but,1999,1,0.671,0.86,2,-5.06,1,0.038,0.116,0,0.181,0.89,112.517,1
halfway to gone,black night,2004,4,0.297,0.97,5,-4.971,0,0.188,6.01E-06,0.361,0.0655,0.486,141.988,0
grace gale,la matanza,2008,5,0.477,0.905,0,-5.901,0,0.0428,0.00923,5.30E-05,0.111,0.676,155.075,0
elvenking,trows kind,2006,1,0.509,0.902,10,-5.273,0,0.0466,2.91E-05,4.01E-05,0.221,0.527,100.065,0
cece winans,life,1994,1,0.595,0.726,0,-7.679,1,0.0401,0.184,0,0.118,0.576,75.98,0
anthony blea y su charanga,tumba randy,2004,1,0.572,0.857,2,-5.194,0,0.0423,0.255,0.321,0.0369,0.764,100.003,0
vanessa hudgens,sneakernight,2008,1,0.807,0.904,1,-4.127,0,0.065,0.37,0,0.161,0.809,104.007,1
agnostic front,sickness,1999,9,0.427,0.968,7,-2.562,1,0.106,0.00694,0,0.36,0.711,151.438,0
colin james,better days,1995,1,0.678,0.499,10,-8.661,1,0.0465,0.338,6.38E-05,0.12,0.87,154.479,0
r.e.m.,strange currencies,1994,1,0.334,0.582,0,-7.196,1,0.0306,0.144,0.0153,0.255,0.387,182.726,1
vertical horizon,best i ever had (grey sky morning),1999,6,0.441,0.563,6,-7.274,1,0.0251,0.0141,3.69E-06,0.101,0.209,85.711,1
speech,a talk with dad,2003,12,0.644,0.273,9,-19.014,1,0.531,0.965,0.00223,0.153,0.753,142.09,0
eminem,the way i am,2000,5,0.81,0.871,4,-2.672,0,0.241,0.13,0,0.313,0.299,87.328,0
soul ballet,da da diamonds,2007,9,0.796,0.681,9,-7.236,0,0.0364,0.0543,0.0205,0.0928,0.418,106.005,0
solas,clothes of sand,2005,6,0.438,0.593,11,-9.006,0,0.0458,0.641,0.00215,0.124,0.299,131.986,0
demi lovato,dont forget,2008,1,0.607,0.437,4,-7.592,1,0.153,0.501,1.24E-06,0.629,0.619,180.048,1
wreckx-n-effect,rump shaker,1992,1,0.885,0.81,1,-6.83,1,0.235,0.00277,0.0327,0.302,0.247,102.773,1
luther vandross,dance with my father,2003,6,0.739,0.341,10,-9.971,1,0.0378,0.525,1.10E-06,0.072,0.231,80.958,1
p.m. dawn,looking through patient eyes,1993,3,0.786,0.372,8,-17.765,1,0.0536,0.19,5.90E-06,0.129,0.685,102.237,1
little feat,down on the farm (2006 remastered edit version),2006,9,0.712,0.648,7,-9.632,1,0.0251,0.207,0.00193,0.0685,0.751,97.346,0
jesus jones,nothing to hold me,1991,1,0.558,0.75,7,-14.226,1,0.0538,0.00316,0.000466,0.334,0.51,165.601,0
barenaked ladies,the old apartment,1996,3,0.467,0.664,10,-10.189,1,0.0479,0.0448,0,0.365,0.642,159.858,1
wade hayes,the day that she left tulsa (in a chevy),1998,1,0.473,0.431,8,-9.399,1,0.0288,0.0203,6.62E-05,0.311,0.106,68.28,1
incubus,just a phase,2001,10,0.611,0.563,9,-7.722,1,0.0291,0.15,0.547,0.539,0.0938,108.002,0
mary j. blige,work that,2007,1,0.794,0.611,0,-4.515,1,0.126,0.0417,3.11E-05,0.0742,0.581,93.082,1
alexandre desplat,hidden documents,2010,1,0.582,0.0137,5,-29.851,1,0.0312,0.988,0.913,0.0848,0.144,91.996,0
mudhoney,new meaning,2008,5,0.25,0.845,9,-6.084,1,0.0744,9.48E-06,4.79E-06,0.0979,0.243,144.632,0
rihanna,music of the sun,2005,8,0.535,0.643,0,-8.182,1,0.155,0.112,0,0.281,0.632,171.884,0
vhs or beta,new day rising,2004,1,0.658,0.597,7,-10.064,1,0.0367,8.55E-05,0.552,0.124,0.403,131.833,0
afi,affliction,2006,6,0.265,0.891,8,-5.486,0,0.0596,0.000412,0.022,0.324,0.355,104.557,0
basement jaxx,sfm,2001,6,0.816,0.789,10,-4.994,0,0.0681,0.00639,0.261,0.249,0.585,98.099,0
jim reeves,may the good lord bless and keep you,2014,10,0.462,0.0934,7,-19.058,1,0.0304,0.864,0.148,0.111,0.361,86.182,0
shinedown,if you only knew,2008,6,0.449,0.956,9,-4.011,0,0.0398,0.000347,0,0.325,0.321,97.011,1
wyclef jean,something about mary,2000,8,0.755,0.66,5,-6.662,1,0.0537,0.158,7.41E-05,0.121,0.618,95.05,0
placebo,slave to the wage,2000,10,0.513,0.962,10,-5.93,0,0.0752,0.00031,0.686,0.245,0.488,142.211,0
neon blonde,new detroit,2005,9,0.249,0.773,7,-5.053,1,0.0402,0.0866,9.89E-06,0.106,0.489,139.515,0
hannah montana,lifes what you make it,2007,1,0.633,0.936,0,-3.252,1,0.0493,0.041,0,0.589,0.832,143.984,1
bob marley,memphis,2009,4,0.881,0.203,1,-14.483,1,0.13,0.355,0.0031,0.105,0.837,90.36,0
roxette,sleeping in my car,1994,4,0.507,0.847,6,-3.806,1,0.036,0.00963,0,0.146,0.564,135.232,1
bell biv devoe,something in your eyes,2000,1,0.801,0.613,6,-9.295,0,0.0315,0.0302,0.000121,0.041,0.9,128.909,1
cake,arco arena,2001,7,0.701,0.552,9,-9.546,0,0.0429,0.401,0.648,0.118,0.799,78.949,0
faith evans,again,2005,1,0.502,0.77,6,-6.046,0,0.265,0.0189,0,0.41,0.359,173.787,1
test icicles,snowball,2006,1,0.516,0.931,9,-3.351,1,0.0784,0.00126,2.14E-06,0.0892,0.647,150.044,0
trisha yearwood,georgia rain,2005,1,0.528,0.456,10,-5.618,1,0.0241,0.61,4.62E-05,0.19,0.164,99.092,1
eastmountainsouth,hard times,2003,1,0.604,0.434,6,-8.873,1,0.0283,0.719,1.56E-05,0.0896,0.354,126.052,0
death from above 1979,romantic rights,2004,9,0.516,0.961,5,-5.37,0,0.157,0.00316,0,0.404,0.458,150.147,0
open hand,11th street,2003,1,0.199,0.908,10,-4.644,1,0.0795,0.00703,1.89E-06,0.793,0.462,154.59,0
gerald clayton,scrimmage,2009,1,0.361,0.402,4,-14.165,0,0.0416,0.0702,0.699,0.0576,0.337,149.29,0
it dies today,one the road (to damnation),2006,10,0.329,0.963,4,-3.501,1,0.145,1.87E-05,0.00138,0.222,0.205,116.847,0
luke vibert,gwithian,2005,4,0.745,0.371,0,-14.18,0,0.032,0.332,0.687,0.11,0.454,101.92,0
margaret becker,sweet suffering christ,1993,1,0.612,0.199,7,-16.578,1,0.0309,0.842,0.0509,0.0946,0.143,110.862,0
maurane,manies manigances,1995,1,0.773,0.839,2,-7.93,1,0.0512,0.296,0,0.233,0.898,130.996,0
staind,for you,2001,5,0.318,0.958,10,-2.683,1,0.442,0.0603,4.68E-06,0.0981,0.3,163.089,1
tlc,waterfalls,1994,11,0.77,0.505,1,-7.345,1,0.0828,0.311,7.40E-05,0.0777,0.757,171.798,1
cancer bats,sabotage,2010,4,0.38,0.955,1,-4.344,1,0.193,6.03E-05,0.697,0.176,0.399,172.223,0
bone thugs-n-harmony,2 glocks,2000,2,0.897,0.555,1,-5.6,0,0.147,0.0103,5.41E-06,0.0857,0.818,94.056,0
eazy-e,just tah let u know,1996,1,0.736,0.741,8,-3.857,0,0.292,0.0645,0,0.137,0.579,92.65,1
michael jackson,stranger in moscow,1995,6,0.802,0.468,1,-8.629,1,0.0378,0.248,0.0006,0.32,0.586,129.937,1
mariah carey,fantasy,1995,9,0.671,0.727,7,-7.585,1,0.035,0.139,0,0.123,0.801,102.358,1
tatyana ali,daydreamin,1998,10,0.882,0.57,1,-7.565,1,0.0832,0.0886,6.54E-06,0.0932,0.815,96.785,1
styles p,intro,2018,7,0.509,0.666,1,-10.573,1,0.184,0.00103,0.000432,0.122,0.543,175.722,0
catupecu machu,a veces vuelvo,2004,1,0.596,0.83,1,-4.256,1,0.0353,0.0189,0,0.0429,0.607,126.565,0
mudhoney,the money will roll right in,2009,10,0.196,0.886,9,-3.85,0,0.0593,2.75E-05,0.866,0.891,0.52,69.82,0
soul asylum,lies of hate,1998,5,0.493,0.87,11,-6.656,0,0.033,0.00275,0.00059,0.181,0.33,103.073,0
boyz n da hood,dem boyz,2005,6,0.782,0.63,1,-5.683,1,0.162,0.00161,0,0.151,0.295,78.516,1
radio moscow,broke down,2009,4,0.386,0.875,0,-6.823,1,0.101,0.00445,0.00175,0.24,0.792,75.896,0
u2,vertigo,2004,1,0.391,0.831,2,-3.892,1,0.0613,0.000153,0.00192,0.141,0.683,139.946,1
redman,muh- f***a,2001,1,0.755,0.97,7,-6.093,1,0.334,0.249,0.00233,0.19,0.469,93.193,0
it dies today,sixth of june,2006,10,0.35,0.977,6,-2.746,0,0.0875,5.08E-05,5.50E-06,0.0767,0.239,160.169,0
bruce springsteen,girls in their summer clothes,2007,9,0.439,0.76,0,-4.383,1,0.0316,0.0319,0,0.119,0.673,113.102,1
kenny g,auld lang syne,2012,9,0.16,0.296,0,-11.86,1,0.0348,0.111,0.847,0.101,0.0388,62.33,1
arrested development,ease my mind,2002,1,0.896,0.659,4,-7.483,0,0.224,0.00655,5.65E-06,0.0494,0.522,96.897,1
rise against,drones,2006,1,0.524,0.995,8,-3.717,1,0.054,0.000111,4.91E-06,0.0561,0.427,104.683,0
the band perry,if i die young,2010,1,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,1
jennifer lopez,talk about us,1999,6,0.705,0.536,6,-6.707,1,0.0282,0.293,0,0.138,0.252,80.988,0
32 leaves,way beyond,2009,8,0.366,0.642,11,-6.271,1,0.0326,0.000151,0,0.132,0.474,138.222,0
breaking benjamin,i will not bow,2009,1,0.543,0.952,8,-3.65,1,0.0668,0.000192,7.80E-06,0.38,0.591,107.942,1
ice cube,it was a good day,1992,11,0.796,0.748,5,-5.409,0,0.126,0.321,4.94E-05,0.217,0.802,82.384,1
tilman sillescu,escape from the underrealm,2008,11,0.312,0.633,11,-10.386,1,0.0479,0.498,0.78,0.182,0.225,120.35,0
u2,fez-being born,2009,1,0.256,0.819,2,-7.103,0,0.0422,0.0841,0.107,0.333,0.307,94.008,0
keith urban,better life,2007,1,0.62,0.822,2,-3.546,1,0.0379,0.0374,1.60E-05,0.0298,0.786,104.95,1
maurane / lara fabian,mais la vie,2003,1,0.273,0.262,0,-12.198,0,0.0387,0.84,0,0.144,0.316,77.911,0
daniel johnston,come to me tonight,1992,1,0.667,0.542,6,-11.606,0,0.162,0.797,0.0178,0.87,0.544,135.886,0
john digweed,warung beach,2006,7,0.805,0.679,9,-11.602,1,0.0543,0.0553,0.874,0.282,0.629,124.993,0
all-4-one,(shes got) skillz,1994,1,0.942,0.595,8,-9.781,0,0.0458,0.152,0.000142,0.0861,0.958,100.41,1
george michael,praying for time,2017,10,0.581,0.622,10,-14.878,1,0.0354,0.0471,0.0162,0.0915,0.257,127.814,0
george lopez,vibrators,2009,12,0.413,0.989,1,-7.49,1,0.897,0.854,0.00662,0.982,0.0347,114.342,0
metallica,cyanide,2008,9,0.313,0.993,11,-0.463,0,0.0751,0.000119,0.000335,0.303,0.497,129.255,1
shelly manne,get me to the church on time,1990,1,0.458,0.197,7,-25.713,1,0.044,0.67,0.92,0.0912,0.541,122.954,0
bumblefoot,piranha,2008,1,0.304,0.867,2,-4.247,1,0.0586,0.0302,0,0.0773,0.897,98.299,0
alanis morissette,thank u,1998,10,0.672,0.616,0,-5.764,1,0.0258,0.379,2.73E-05,0.0887,0.566,92.094,1
bad azz,ghetto,1998,1,0.712,0.747,11,-4.376,0,0.266,0.0044,0,0.0764,0.373,179.683,0
jake hess,so many reasons,2002,1,0.513,0.343,6,-16.692,1,0.0335,0.819,0.0632,0.707,0.478,92.833,0
planetakis,letters to norway,2007,8,0.497,0.99,0,-2.021,1,0.105,0.00682,0,0.0971,0.55,138.058,0
don & juan,are you putting me on the shelf,2009,5,0.64,0.594,5,-9.677,1,0.064,0.675,3.36E-06,0.347,0.94,139.917,0
korn,ever be,2007,7,0.474,0.902,0,-6.087,1,0.0491,0.000164,0.262,0.231,0.324,160.056,0
dave eggar,dream of ice,1998,10,0.374,0.0404,4,-27.677,1,0.0591,0.995,0.911,0.108,0.157,117.393,0
billy currington,"why, why, why",2005,1,0.615,0.922,2,-1.79,1,0.0325,0.24,0,0.356,0.6,97.996,1
tin hat trio,width of the world,2000,1,0.243,0.259,7,-12.661,1,0.0298,0.615,0.0673,0.1,0.105,146.268,0
andru donalds,mishale,1994,1,0.604,0.786,10,-5.643,0,0.0741,0.0187,1.04E-05,0.0704,0.795,176.043,1
hoku,another dumb blonde,2000,1,0.69,0.932,1,-4.747,1,0.0841,0.242,0,0.0825,0.517,123.9,1
shapeshifters,chime,2008,7,0.748,0.873,8,-7.068,1,0.0479,5.51E-05,0.915,0.0973,0.344,127.012,0
reba,what do you say,2008,1,0.458,0.567,8,-8.199,1,0.0483,0.193,0,0.0968,0.332,171.199,1
dmx,look thru my eyes,1998,1,0.907,0.643,10,-8.575,0,0.277,0.234,0,0.117,0.684,95.75,0
avril lavigne,innocence,2007,4,0.389,0.71,1,-3.664,0,0.0343,0.146,0,0.202,0.34,137.752,0
memphis minnie,nothing in rambling,2018,11,0.826,0.139,11,-12.715,1,0.0554,0.959,2.10E-06,0.113,0.804,113.905,0
zombina & the skeletones,i was a human bomb for the fbi,2004,6,0.318,0.973,2,-6.293,1,0.251,0.00349,0.874,0.226,0.415,189.782,0
rihanna,good girl gone bad,2008,6,0.708,0.553,5,-6.319,0,0.0262,0.0335,0,0.101,0.589,94.977,0
taylor dayne,cant get enough of your love,1995,11,0.688,0.743,5,-8.483,1,0.034,0.0212,9.02E-05,0.106,0.642,108.178,1
daniel johnston,high horse,2009,10,0.521,0.724,0,-6.667,1,0.0275,0.000365,0.314,0.122,0.452,128.038,0
phil collins,testify,2002,11,0.533,0.735,0,-4.783,0,0.0265,0.01,0.243,0.154,0.102,85.085,0
rhian benson,say how i feel,2003,10,0.755,0.394,3,-10.585,0,0.0509,0.399,0.00225,0.0929,0.589,85.916,0
the lord weird slough feg,beast in the broch,2013,2,0.597,0.316,9,-8.725,0,0.0522,0.754,0.76,0.137,0.715,93.05,0
themselves,directions to my special place,1999,1,0.629,0.486,2,-12.909,0,0.39,0.309,0,0.419,0.798,95.011,0
k.d. lang,hallelujah (vancouver winter 2010 version),2010,2,0.256,0.219,1,-9.617,0,0.0354,0.869,5.09E-05,0.108,0.098,172.686,1
badmarsh & shri,dancing drums,2005,1,0.669,0.821,5,-9.595,1,0.0584,0.0385,0.808,0.347,0.618,144.078,0
r.l. burnside,over the hill,1997,3,0.543,0.304,3,-7.796,0,0.0474,0.867,0.00169,0.402,0.65,97.74,0
busdriver,unemployed black astronaut,2005,2,0.791,0.685,10,-10.021,0,0.224,0.121,0,0.169,0.363,92.988,0
t.i.,rubber band man,2003,8,0.601,0.768,8,-5.712,1,0.386,0.141,0,0.482,0.634,152.45,1
deep forest,madazulu,1998,1,0.654,0.879,1,-10.293,0,0.0829,0.0229,0.00428,0.0726,0.784,96.036,0
busta rhymes,we got what you want,2001,10,0.617,0.462,11,-5.311,1,0.49,0.00331,0,0.12,0.805,80.845,0
rappin 4-tay,playaz club,1994,1,0.868,0.372,4,-12.704,0,0.177,0.0103,0.00455,0.076,0.666,99.965,1
orbital,are we here ?,1994,1,0.673,0.609,0,-10.474,1,0.0388,0.00501,0.351,0.358,0.315,142.99,0
rise against,amber changing,2013,5,0.315,0.968,10,-3.554,0,0.139,0.000177,9.38E-05,0.129,0.518,105.692,0
dierks bentley,come a little closer,2008,1,0.585,0.577,5,-5.752,1,0.0228,0.0587,0.00369,0.102,0.335,80.02,1
keith urban,you look good in my shirt,2002,1,0.653,0.865,7,-6.395,1,0.0325,0.0075,1.18E-06,0.0629,0.828,116.966,1
n2deep,toss-up,1992,6,0.928,0.71,8,-11.834,1,0.0603,0.00242,2.90E-06,0.08,0.771,106.03,1
goldfish,watch out for the birdsongs,2008,3,0.497,0.782,0,-5.2,1,0.042,0.00316,0.00691,0.731,0.332,139.857,0
the maine,you left me,2008,1,0.566,0.813,0,-4.844,1,0.0369,0.00144,0.000105,0.176,0.341,129.998,0
snowgoons,been fighting devilz,2009,5,0.52,0.846,1,-5.138,1,0.327,0.123,0,0.297,0.876,125.55,0
macy gray,i try,1999,7,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,1
sizzla,princess black,2006,8,0.566,0.793,6,-6.42,1,0.312,0.0391,0,0.143,0.842,82.52,0
chalk farm,lillie anne,1996,8,0.434,0.685,6,-7.701,0,0.0302,0.000196,0.111,0.11,0.534,95.288,0
death cab for cutie,soul meets body,2005,8,0.621,0.853,2,-5.735,0,0.0253,0.0767,3.26E-06,0.0893,0.714,128.142,1
nickelback,never gonna be alone,2008,10,0.544,0.802,4,-4.152,1,0.0282,0.00155,7.34E-05,0.122,0.59,130.022,1
sandi thom,i wish i was a punk rocker (with flowers in my hair),2006,6,0.7,0.465,4,-6.815,1,0.358,0.544,0,0.606,0.719,108.102,0
"clarence gatemouth"" brown""",someday my luck will change,2016,11,0.538,0.334,10,-9.371,1,0.0324,0.439,0.0332,0.0924,0.288,177.148,0
uphill battle,thresh hold,2004,2,0.37,0.983,7,-1.297,1,0.132,1.19E-05,0.708,0.175,0.1,108.718,0
adele,chasing pavements,2008,1,0.621,0.473,5,-6.07,0,0.0251,0.312,0,0.11,0.325,80.027,1
rakim,outro,1996,11,0.615,0.092,9,-22.456,0,0.852,0.743,0,0.123,0.674,78.904,0
bon jovi,in these arms,1992,11,0.509,0.917,4,-3.046,1,0.06,0.00876,2.94E-05,0.196,0.487,123.281,1
kid frost,no sunshine,1992,1,0.75,0.428,1,-13.714,0,0.121,0.116,0.283,0.127,0.533,77.201,1
snap!,rhythm is a dancer,1992,1,0.794,0.745,9,-11.367,0,0.037,0.271,0.00041,0.143,0.706,124.249,1
kellie pickler,best days of your life,2008,9,0.649,0.862,9,-5.12,1,0.0568,0.0235,0,0.0737,0.538,127.939,1
garth brooks,do what you gotta do,2010,10,0.601,0.485,2,-11.956,1,0.0337,0.298,0.000217,0.297,0.437,132.892,1
montell jordan,get it on tonite,2015,9,0.806,0.494,10,-9.973,0,0.0786,0.278,4.69E-05,0.0633,0.861,99.003,1
taylor swift,mean,2010,1,0.568,0.761,4,-3.987,1,0.0459,0.452,0,0.217,0.789,163.974,1
lexie mountain boys,lullaby for the dead in our life,2008,9,0.116,0.123,6,-14,1,0.0387,0.95,0.000476,0.238,0.0386,69.762,0
collin raye,"one boy, one girl",1995,8,0.607,0.483,0,-7.294,1,0.0257,0.671,0,0.0978,0.252,114.353,1
nelly,just a dream,2010,11,0.531,0.752,1,-6.161,1,0.0305,0.0421,0,0.12,0.103,89.917,1
pressha,splackavellie,1998,8,0.733,0.674,8,-8.455,0,0.0594,0.0948,0,0.556,0.722,130.107,1
kristinia debarge,goodbye,2009,1,0.788,0.815,1,-3.168,0,0.0461,0.00492,3.84E-06,0.232,0.664,119.986,1
plump djs,weighed down,2003,6,0.885,0.912,0,-7.48,1,0.251,0.151,0.0141,0.28,0.396,134.023,0
toby keith,bullets in the gun,2010,1,0.611,0.787,9,-5.957,1,0.073,0.308,1.24E-05,0.0835,0.428,120.099,1
queens of the stone age,i never came,2005,1,0.578,0.519,2,-7.79,1,0.027,0.0582,0.178,0.0777,0.557,115.431,0
glee cast,welcome christmas,2010,12,0.419,0.254,11,-9.302,1,0.0297,0.911,0,0.275,0.0819,110.822,1
vilma palma e vampiros,verano traidor,2003,7,0.749,0.693,11,-7.087,0,0.038,0.00325,0.000489,0.389,0.719,102.098,0
less than jake,fucked,2008,3,0.32,0.781,9,-13.175,1,0.15,0.000827,3.36E-06,0.141,0.575,98.386,0
jack off jill,horrible,1997,1,0.516,0.828,10,-6.894,0,0.21,0.000975,3.44E-05,0.0658,0.94,178.293,0
mxpx,answer in the question,2000,1,0.439,0.951,7,-3.265,1,0.0573,0.00628,0,0.328,0.553,130.769,0
rihanna,unfaithful,2006,4,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,1
john ottman,entanglement,2005,1,0.283,0.18,11,-15.715,1,0.0536,0.683,0.689,0.104,0.0381,136.668,0
k-ci & jojo,life,1997,1,0.634,0.528,1,-8.834,1,0.0309,0.117,2.26E-06,0.0565,0.18,128,1
iyaz,solo,2010,2,0.73,0.728,11,-3.113,1,0.0291,0.197,0,0.197,0.68,130.061,1
bobby brown,thats the way love is,1992,1,0.706,0.886,10,-6.335,0,0.0463,0.0797,2.07E-05,0.0509,0.914,108.353,1
porcupine tree,waiting,1996,6,0.533,0.437,6,-12.132,0,0.0255,0.00131,0.393,0.0597,0.455,94.019,0
mastodon,megalodon,2004,8,0.268,0.982,2,-6.778,1,0.0543,3.50E-06,0.873,0.137,0.366,131.2,0
modeselektor,tetrispack,2005,9,0.761,0.784,2,-7.951,1,0.313,0.08,0.821,0.0917,0.649,102.977,0
bt,korean waterhole,2005,8,0.172,0.0423,2,-21.69,1,0.0452,0.783,0.875,0.0994,0.0731,97.56,0
montgomery gentry,something to be proud of,2004,5,0.645,0.693,0,-6.481,1,0.0344,0.0811,1.22E-05,0.175,0.553,97.555,1
capleton,say yeah,2009,6,0.75,0.903,3,-3.894,1,0.294,0.227,0,0.0849,0.888,95.92,0
strata,part one from triomusic,2008,4,0.495,0.0619,2,-20.571,1,0.0745,0.965,0.445,0.0984,0.0911,124.213,0
kitaro,quasar,2006,5,0.445,0.758,9,-10.697,0,0.0311,0.00719,0.19,0.634,0.367,94.733,0
novembre,triesteitaliana,2007,10,0.169,0.712,1,-6.542,0,0.0727,4.47E-05,0.397,0.0801,0.17,125.91,0
the offspring,why dont you get a job?,1998,11,0.766,0.874,5,-4.486,1,0.0737,0.0746,1.59E-06,0.333,0.641,107.939,1
andrew w.k.,long live the party,2003,1,0.328,0.921,0,-3.897,1,0.0396,0.00058,0.000564,0.145,0.388,96.426,0
jope ruonansuu,matti ja teppo,2009,6,0.728,0.694,4,-6.458,0,0.0359,0.0163,3.65E-06,0.0813,0.658,128.169,0
katy perry,thinking of you,2008,1,0.431,0.803,4,-4.459,1,0.0364,0.00167,0,0.331,0.309,147.048,1
the cardigans,rise & shine,1994,2,0.35,0.839,4,-5.947,1,0.0302,0.0293,0.000139,0.107,0.607,161.897,0
john debney,porcelain man,1999,1,0.0724,0.1,0,-36.668,0,0.124,0.744,0.123,0.0968,0.0571,77.825,0
kekele,affaire mokuwa,2006,1,0.703,0.802,11,-4.771,0,0.033,0.786,0.000802,0.547,0.946,133.202,0
blu cantrell,hit em up style (oops!),2001,1,0.7,0.774,5,-4.983,0,0.0466,0.2,0,0.404,0.652,90,1
daniel bedingfield,if youre not the one,2002,1,0.682,0.547,10,-7.705,1,0.0318,0.555,0,0.105,0.272,120,1
method man,"the riddler (from batman forever"")""",1995,10,0.798,0.668,10,-4.824,1,0.091,0.0571,0.00987,0.204,0.438,168.039,1
blake shelton,goodbye time,2010,11,0.472,0.331,2,-8.504,1,0.0258,0.317,1.42E-05,0.231,0.175,76.885,1
david banner,bush,2003,5,0.78,0.857,6,-3.311,1,0.337,0.0521,0,0.103,0.919,149.081,0
usher,papers,2010,8,0.802,0.556,1,-5.395,1,0.0418,0.0339,0,0.0958,0.158,120.047,1
la portuaria,explorador,2005,1,0.612,0.843,7,-9.219,1,0.037,0.00316,0.0018,0.0907,0.24,120.021,0
tracy byrd,im from the country,1998,1,0.678,0.893,2,-3.95,1,0.0452,0.246,0,0.268,0.959,129.579,1
faith hill,if my heart had wings,1999,11,0.569,0.767,8,-6.37,1,0.0331,0.0292,0,0.0822,0.548,123.734,1
themselves,you devil you,2002,9,0.49,0.604,8,-11.946,1,0.167,0.399,0.257,0.482,0.268,120.323,0
suzi quatro,born to run,1999,7,0.634,0.757,9,-7.038,1,0.0285,0.00964,0.00142,0.175,0.859,137.507,0
beyonce,diva,2008,11,0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.861,146.092,1
rob thomas,ever the same,2005,4,0.435,0.729,1,-4.818,0,0.0307,0.0152,2.63E-05,0.11,0.524,188.017,1
jason aldean,hicktown,2005,7,0.697,0.877,6,-3.885,1,0.0348,0.00913,6.93E-06,0.0726,0.768,121.534,1
the dillinger escape plan,sugar coated sour,1999,9,0.289,0.971,9,-4.889,0,0.147,0.000351,0,0.127,0.218,90.589,0
lindsay lohan,confessions of a broken heart (daughter to father),2005,1,0.57,0.738,11,-4.093,1,0.0336,0.0308,0,0.0885,0.159,120.061,1
a tribe called quest,award tour,1993,11,0.812,0.6,7,-9.414,1,0.254,0.00308,8.38E-06,0.173,0.555,97.338,1
long beach dub allstars,kablammin it,2001,1,0.589,0.779,5,-3.674,1,0.0717,0.0139,0,0.0962,0.582,139.066,0
kassav,loko,2000,6,0.656,0.816,8,-6.309,1,0.12,0.0798,5.35E-05,0.208,0.694,195.962,0
born jamericans,send my love/send one your love,1997,1,0.754,0.552,10,-9.116,0,0.151,0.0575,0,0.0713,0.49,92.958,1
suzi quatro,kids of tragedy,2004,12,0.564,0.475,4,-10.776,1,0.0294,0.012,9.07E-05,0.351,0.51,124.265,0
the white stripes,a martyr for my love for you,2007,6,0.364,0.459,4,-7.608,0,0.039,0.0847,0.0624,0.0894,0.192,83.846,0
kandi,dont think im not,2000,9,0.859,0.622,11,-8.196,1,0.0445,0.0661,0,0.0394,0.433,134.007,1
jennifer hudson,if this isnt love,2008,9,0.567,0.777,4,-3.447,1,0.0448,0.209,0,0.106,0.403,129.86,1
the funeral pyre,here the sun never shines,2007,3,0.198,0.995,8,-5.821,1,0.162,1.58E-06,0.744,0.244,0.0544,112.198,0
brokencyde,freaxxx,2012,10,0.566,0.74,1,-6.693,1,0.144,0.00204,0,0.127,0.131,119.884,0
michael jackson,blood on the dance floor,1997,5,0.807,0.741,1,-4.472,1,0.083,0.0135,0.0316,0.06,0.558,108.989,1
brad paisley,im still a guy,2010,11,0.494,0.599,2,-6.836,1,0.0316,0.104,0,0.0882,0.457,163.729,1
stefon harris,from the gardner meditations: african tarantella,2006,1,0.343,0.461,1,-10.851,0,0.0368,0.917,0.853,0.288,0.293,70.155,0
tim mcgraw,unbroken,2014,2,0.595,0.792,1,-6.979,0,0.0286,0.0865,0,0.0769,0.536,119.8,1
glee cast featuring jonathan groff,hello,2010,5,0.586,0.3,7,-9.517,0,0.0335,0.812,0,0.117,0.319,121.766,1
tullycraft,bee sting stings,1998,3,0.466,0.908,2,-6.192,1,0.124,0.384,7.24E-06,0.157,0.513,138.073,0
eberhard weber,unfinished self-portrait,1993,10,0.713,0.0405,8,-25.847,1,0.0308,0.903,0.924,0.1,0.518,99.352,0
keyshia cole,i remember,2007,1,0.549,0.756,5,-4.412,0,0.0462,0.234,0,0.0894,0.318,129.205,1
sugarbomb,posterchild for tragedy,2001,9,0.571,0.562,8,-6.088,1,0.0282,0.000905,0.0137,0.188,0.474,122.86,0
tito puente,flight to jordan,1999,1,0.478,0.744,8,-9.659,1,0.0363,0.484,0.593,0.057,0.803,123.366,0
cherish the ladies,the shaskeen / gan ainm,2005,6,0.52,0.183,7,-13.342,1,0.0534,0.992,0.247,0.323,0.939,119.203,0
